tag;zeit;l_temp_200;taupunkt;l_feucht_30;l_feucht_200;b_temp_5;b_temp_20;ns;benetzung;verdunstung
2020-10-29;0;9.4;;100;88;10.9;16.2;0;1;
2020-10-29;1;9.5;;100;90;10.8;16.1;0;1;
2020-10-29;2;9.2;;100;91;10.8;16.1;0;1;
2020-10-29;3;9.3;;100;91;10.8;16;0;1;
2020-10-29;4;9.3;;100;91;10.8;16.1;0;1;
2020-10-29;5;9.4;;100;91;10.8;16;0;1;
2020-10-29;6;9.1;;100;90;10.8;16;0.1;1;
2020-10-29;7;8.3;;100;90;10.7;15.9;0;1;
2020-10-29;8;8.4;;100;89;10.7;15.9;0;1;
2020-10-29;9;9;;100;85;10.6;16;0;1;
2020-10-29;10;8.6;;100;84;10.6;16.1;0;1;
2020-10-29;11;9.2;;100;83;10.6;16;0;1;
2020-10-29;12;9.8;;100;81;10.6;16.1;0;1;
2020-10-29;13;10.4;;100;80;10.6;16.1;0;1;
2020-10-29;14;10.2;;100;81;10.6;16.1;0;1;
2020-10-29;15;10.4;;100;79;10.5;16.1;0;1;
2020-10-29;16;11.4;;100;81;10.6;16.2;0;1;
2020-10-29;17;11.1;;100;83;10.6;16.3;0;1;
2020-10-29;18;9.9;;100;88;10.6;16.3;0;1;
2020-10-29;19;9.3;;100;90;10.6;16.3;0;1;
2020-10-29;20;9.3;;100;91;10.6;16.3;0;1;
2020-10-29;21;9.3;;100;89;10.6;16.3;0;1;
2020-10-29;22;9.1;;100;89;10.6;16.3;0.1;1;
2020-10-29;23;9.1;;100;88;10.6;16.3;0;1;
2020-10-30;0;9.8;;100;90;10.6;16.4;0;1;
2020-10-30;1;9.6;;100;92;10.6;16.3;0;1;
2020-10-30;2;9.4;;100;94;10.6;16.4;0;1;
2020-10-30;3;9.1;;100;95;10.6;16.5;0;1;
2020-10-30;4;9;;100;95;10.6;16.7;0;1;
2020-10-30;5;9.1;;100;96;10.5;16.7;0;1;
2020-10-30;6;9.2;;100;96;10.5;16.7;0;1;
2020-10-30;7;9.6;;100;97;10.5;16.7;0;1;
2020-10-30;8;11.3;;100;97;10.5;16.7;0;1;
2020-10-30;9;11.8;;100;98;10.6;16.8;0;1;
2020-10-30;10;11.9;;100;98;10.6;16.9;0;1;
2020-10-30;11;12;;100;98;10.7;17;0;1;
2020-10-30;12;12.1;;100;98;10.7;17.1;0;1;
2020-10-30;13;12.1;;100;98;10.8;17.2;0;1;
2020-10-30;14;12.3;;100;98;10.9;17.3;0;1;
2020-10-30;15;12.3;;100;98;11;17.4;0;1;
2020-10-30;16;12.1;;100;98;11;17.5;0;1;
2020-10-30;17;12.1;;100;98;11.1;17.6;0;1;
2020-10-30;18;12;;100;97;11.1;17.6;0;1;
2020-10-30;19;12;;100;97;11.2;17.7;0;1;
2020-10-30;20;11.9;;100;97;11.2;17.7;0;1;
2020-10-30;21;12;;100;97;11.3;17.8;0;1;
2020-10-30;22;12;;100;97;11.3;17.8;0;1;
2020-10-30;23;12.1;;100;97;11.4;17.9;0;1;
2020-10-31;0;12.3;;100;97;11.4;17.9;0.1;1;
2020-10-31;1;12.2;;100;98;11.4;18;0;1;
2020-10-31;2;12.1;;100;98;11.4;18;0;1;
2020-10-31;3;12.1;;100;98;11.5;18.1;0;1;
2020-10-31;4;11.9;;100;98;11.4;18.1;0;1;
2020-10-31;5;11.9;;100;98;11.4;18.2;0;1;
2020-10-31;6;11.5;;100;99;11.4;18.1;0;1;
2020-10-31;7;10.9;;100;99;11.4;18.2;0;1;
2020-10-31;8;10.9;;100;99;11.4;18.1;0;1;
2020-10-31;9;10.7;;100;99;11.4;18.2;0;1;
2020-10-31;10;10.3;;100;99;11.4;18.1;0;1;
2020-10-31;11;10.5;;100;99;11.4;18.2;0;1;
2020-10-31;12;11;;100;99;11.4;18.2;0;1;
2020-10-31;13;11.4;;100;99;11.5;18.2;0;1;
2020-10-31;14;12.1;;100;98;11.5;18.2;0;1;
2020-10-31;15;12.7;;100;98;11.5;18.3;0;1;
2020-10-31;16;12.9;;100;98;11.5;18.3;0.1;1;
2020-10-31;17;12.8;;100;98;11.6;18.4;0;1;
2020-10-31;18;12.5;;100;98;11.6;18.3;0;1;
2020-10-31;19;12.3;;100;98;11.7;18.4;0;1;
2020-10-31;20;12.5;;100;97;11.7;18.4;0;1;
2020-10-31;21;12.6;;100;97;11.7;18.4;0;1;
2020-10-31;22;12.5;;100;96;11.7;18.3;0;1;
2020-10-31;23;12.1;;100;94;11.8;18.4;0;1;
2020-11-01;0;11.5;;100;91;11.7;18.3;0;1;
2020-11-01;1;11.2;;100;92;11.7;18.2;0;1;
2020-11-01;2;11.2;;100;93;11.6;18.2;0;1;
2020-11-01;3;11.3;;100;95;11.7;18.3;0;1;
2020-11-01;4;11.5;;100;95;11.6;18.2;0;1;
2020-11-01;5;11.8;;100;95;11.6;18.3;0;1;
2020-11-01;6;11.3;;100;94;11.6;18.2;0;1;
2020-11-01;7;10.9;;100;92;11.6;18.2;0;1;
2020-11-01;8;10.8;;100;89;11.6;18.1;0;1;
2020-11-01;9;10.3;;100;91;11.6;18.1;0.1;1;
2020-11-01;10;10.3;;100;93;11.5;18;0;1;
2020-11-01;11;10.1;;100;94;11.5;18;0;1;
2020-11-01;12;10.6;;100;94;11.5;18;0;1;
2020-11-01;13;11.6;;100;90;11.6;18;0;1;
2020-11-01;14;11.6;;100;88;11.5;18;0;1;
2020-11-01;15;12.2;;100;84;11.5;18;0;1;
2020-11-01;16;12.5;;100;79;11.6;18.1;0;1;
2020-11-01;17;12.5;;100;79;11.5;18;0;1;
2020-11-01;18;12.3;;100;80;11.6;18;0;1;
2020-11-01;19;11.6;;100;88;11.5;17.9;0.1;1;
2020-11-01;20;11.3;;100;94;11.6;18;0;1;
2020-11-01;21;11.7;;100;95;11.5;18;0;1;
2020-11-01;22;12.7;;100;95;11.6;18.1;0;1;
2020-11-01;23;13.2;;100;95;11.5;18.1;0;1;
2020-11-02;0;13.1;;100;96;11.6;18.3;0;1;
2020-11-02;1;13.2;;100;94;11.6;18.2;0;1;
2020-11-02;2;13.1;;100;94;11.7;18.3;0;1;
2020-11-02;3;13.3;;100;96;11.7;18.3;0;1;
2020-11-02;4;14.2;;100;95;11.8;18.4;0;1;
2020-11-02;5;14.7;;100;94;11.8;18.5;0.1;1;
2020-11-02;6;14.9;;100;94;11.9;18.6;0;1;
2020-11-02;7;14.8;;100;95;12;18.7;0;1;
2020-11-02;8;15.1;;100;94;12.1;18.8;0;1;
2020-11-02;9;15.2;;100;94;12.1;18.8;0;1;
2020-11-02;10;15.5;;100;93;12.2;18.9;0;1;
2020-11-02;11;15.7;;100;91;12.3;18.9;0;1;
2020-11-02;12;16;;100;90;12.4;19;0.1;1;
2020-11-02;13;15.6;;100;89;12.4;19.1;0;1;
2020-11-02;14;14.3;;100;94;12.5;19.2;0;1;
2020-11-02;15;14.9;;100;95;12.5;19.3;0;1;
2020-11-02;16;15.2;;100;92;12.6;19.4;0;1;
2020-11-02;17;14.7;;100;94;12.6;19.4;0;1;
2020-11-02;18;14.2;;100;95;12.7;19.4;0.4;1;
2020-11-02;19;14.6;;100;90;12.7;19.4;0.3;1;
2020-11-02;20;13.1;;100;90;12.7;19.4;0;1;
2020-11-02;21;12.2;;100;90;12.7;19.3;0;1;
2020-11-02;22;11.8;;100;87;12.6;19.3;0;1;
2020-11-02;23;11.4;;100;83;12.6;19.2;0;1;
2020-11-03;0;11.2;;100;82;12.5;19.1;0;1;
2020-11-03;1;11.1;;100;82;12.4;18.9;0;1;
2020-11-03;2;11.2;;100;84;12.3;18.9;0;1;
2020-11-03;3;10.9;;100;87;12.2;18.7;0.1;1;
2020-11-03;4;11.3;;100;81;12.1;18.6;0;1;
2020-11-03;5;11.2;;100;79;12;18.5;0;1;
2020-11-03;6;10.9;;100;78;11.9;18.4;0.2;1;
2020-11-03;7;10.7;;100;80;11.9;18.3;0;1;
2020-11-03;8;10.9;;100;76;11.8;18.2;0;1;
2020-11-03;9;10.6;;100;76;11.7;18;0;1;
2020-11-03;10;10.4;;100;79;11.6;17.9;0;1;
2020-11-03;11;10.6;;100;79;11.6;17.8;0;1;
2020-11-03;12;10.9;;100;76;11.6;17.9;0;1;
2020-11-03;13;11.2;;100;72;11.5;17.8;0;1;
2020-11-03;14;11.1;;98;71;11.5;17.8;0;1;
2020-11-03;15;11.2;;99;72;11.4;17.7;0;1;
2020-11-03;16;11.2;;98;72;11.4;17.7;0;1;
2020-11-03;17;10.7;;100;75;11.4;17.5;0;1;
2020-11-03;18;10.4;;100;73;11.4;17.5;0;1;
2020-11-03;19;8.8;;100;80;11.3;17.4;0;1;
2020-11-03;20;7.5;;100;84;11.3;17.2;0;1;
2020-11-03;21;7;;100;86;11.2;17.1;0;1;
2020-11-03;22;7;;100;84;11.2;16.9;0;1;
2020-11-03;23;8;;100;83;11.1;16.8;0.3;1;
2020-11-04;0;8.4;;100;82;11;16.7;0.1;1;
2020-11-04;1;8.5;;100;81;10.9;16.7;0.2;1;
2020-11-04;2;8.5;;100;78;10.9;16.6;0;1;
2020-11-04;3;8.7;;100;76;10.8;16.5;0;1;
2020-11-04;4;8.5;;100;76;10.7;16.4;0.7;1;
2020-11-04;5;8.4;;100;78;10.7;16.4;0;1;
2020-11-04;6;8.9;;100;78;10.6;16.3;0.3;1;
2020-11-04;7;9;;100;82;10.5;16.2;0;1;
2020-11-04;8;8.3;;100;87;10.5;16.3;0;1;
2020-11-04;9;8.3;;100;87;10.5;16.5;0;1;
2020-11-04;10;8.6;;100;84;10.4;16.4;0;1;
2020-11-04;11;8.6;;100;84;10.4;16.5;0;1;
2020-11-04;12;9.5;;100;82;10.4;16.5;0;1;
2020-11-04;13;10.2;;100;80;10.5;16.6;0;1;
2020-11-04;14;11.2;;100;75;10.5;16.7;0;1;
2020-11-04;15;11.3;;100;74;10.6;16.8;0;1;
2020-11-04;16;11.1;;100;75;10.5;16.8;0;1;
2020-11-04;17;11;;100;74;10.6;16.9;0;1;
2020-11-04;18;10;;100;76;10.6;16.8;0;1;
2020-11-04;19;9.4;;100;82;10.6;16.8;0;1;
2020-11-04;20;8.8;;100;87;10.5;16.8;0;1;
2020-11-04;21;8.7;;100;87;10.5;16.8;0;1;
2020-11-04;22;8.3;;100;88;10.5;16.7;0;1;
2020-11-04;23;7.7;;100;88;10.5;16.7;0;1;
2020-11-05;0;8.2;;100;87;10.4;16.6;0;1;
2020-11-05;1;7.5;;100;89;10.4;16.6;0;1;
2020-11-05;2;7.4;;100;90;10.3;16.5;0;1;
2020-11-05;3;7.5;;100;89;10.3;16.6;0;1;
2020-11-05;4;8.4;;100;88;10.3;16.5;0.1;1;
2020-11-05;5;8.4;;100;87;10.3;16.6;0;1;
2020-11-05;6;8.8;;100;85;10.2;16.5;0;1;
2020-11-05;7;8.8;;100;87;10.3;16.6;0;1;
2020-11-05;8;9.1;;100;86;10.2;16.5;0;1;
2020-11-05;9;9.4;;100;83;10.2;16.6;0;1;
2020-11-05;10;9.6;;100;82;10.2;16.6;0;1;
2020-11-05;11;9.8;;100;82;10.2;16.7;0;1;
2020-11-05;12;10.2;;100;82;10.2;16.8;0;1;
2020-11-05;13;9.9;;100;85;10.3;16.8;0;1;
2020-11-05;14;10.5;;100;83;10.3;16.9;0;1;
2020-11-05;15;10.6;;100;83;10.4;17;0;1;
2020-11-05;16;10.7;;100;84;10.4;17;0;1;
2020-11-05;17;10.7;;100;84;10.4;17.1;6.7;1;
2020-11-05;18;10.6;;100;87;10.4;17;0;1;
2020-11-05;19;10.3;;100;91;10.5;17.1;0;1;
2020-11-05;20;10.2;;100;95;10.4;17.1;0;1;
2020-11-05;21;10.3;;100;96;10.5;17.2;0;1;
2020-11-05;22;10.5;;100;97;10.5;17.1;0;1;
2020-11-05;23;10.5;;100;97;10.6;17.2;0;1;
2020-11-06;0;10.5;;100;96;10.6;17.2;0;1;
2020-11-06;1;10.3;;100;96;10.7;17.3;0;1;
2020-11-06;2;10.1;;100;96;10.6;17.3;0;1;
2020-11-06;3;10;;100;96;10.7;17.4;0;1;
2020-11-06;4;9.7;;100;96;10.6;17.3;0;1;
2020-11-06;5;10.5;;100;97;10.7;17.4;0;1;
2020-11-06;6;10.6;;100;96;10.7;17.4;0;1;
2020-11-06;7;10.4;;100;96;10.7;17.5;0;1;
2020-11-06;8;10.3;;100;96;10.7;17.4;0;1;
2020-11-06;9;10.2;;100;96;10.7;17.5;0;1;
2020-11-06;10;10.2;;100;97;10.7;17.5;0;1;
2020-11-06;11;10.4;;100;97;10.8;17.6;0;1;
2020-11-06;12;10.9;;100;97;10.9;17.7;0;1;
2020-11-06;13;11.4;;100;96;10.8;17.7;0;2;
2020-11-06;14;12;;100;96;10.8;17.8;0;1;
2020-11-06;15;12.6;;100;94;10.9;17.9;0;1;
2020-11-06;16;12.7;;100;92;11;18;0;1;
2020-11-06;17;12.4;;100;91;11;18;0;1;
2020-11-06;18;11.7;;100;92;11;18.1;0;1;
2020-11-06;19;11.1;;100;93;11;18;0;1;
2020-11-06;20;10.7;;100;94;11;18.1;0;1;
2020-11-06;21;10.5;;100;94;11.1;18;0;1;
2020-11-06;22;10.4;;100;94;11.1;18.1;0;1;
2020-11-06;23;10.3;;100;94;11;18;0;1;
2020-11-07;0;10.2;;100;94;11.1;18.1;0;1;
2020-11-07;1;10.1;;100;95;11;18;0;1;
2020-11-07;2;10.1;;100;95;11.1;18;0;1;
2020-11-07;3;10;;100;96;11;17.9;0;1;
2020-11-07;4;10;;100;96;11;17.9;0;1;
2020-11-07;5;9.8;;100;96;11;17.8;0;1;
2020-11-07;6;9.7;;100;96;11;17.9;0;1;
2020-11-07;7;9.3;;100;95;11;17.8;0;1;
2020-11-07;8;9.1;;100;94;11;17.9;0;1;
2020-11-07;9;8.9;;100;93;10.9;17.8;0;1;
2020-11-07;10;7.9;;100;92;10.9;17.7;0;1;
2020-11-07;11;7.3;;100;93;10.9;17.6;0;1;
2020-11-07;12;7.7;;100;92;11;17.7;0;1;
2020-11-07;13;8.1;;100;90;10.9;17.6;0;1;
2020-11-07;14;8.7;;100;86;10.9;17.7;0;1;
2020-11-07;15;9.3;;100;82;10.9;17.7;0;1;
2020-11-07;16;9.6;;100;81;10.9;17.7;0;1;
2020-11-07;17;9.7;;100;80;10.9;17.6;0;1;
2020-11-07;18;9.6;;100;80;10.8;17.6;0;1;
2020-11-07;19;7.9;;100;83;10.8;17.5;0;1;
2020-11-07;20;6.3;;100;88;10.7;17.3;0;1;
2020-11-07;21;5;;100;91;10.7;17.2;0;1;
2020-11-07;22;4.5;;100;93;10.5;17;0;1;
2020-11-07;23;3.8;;100;94;10.4;16.8;0;1;
2020-11-08;0;3;;100;95;10.3;16.6;0;1;
2020-11-08;1;2.6;;100;96;10.1;16.4;0;1;
2020-11-08;2;3;;100;96;10;16.3;0;1;
2020-11-08;3;2.8;;100;97;9.8;16.1;0;1;
2020-11-08;4;2.6;;100;97;9.7;15.9;0;1;
2020-11-08;5;2.2;;100;97;9.6;15.8;0;1;
2020-11-08;6;0.5;;100;98;9.4;15.6;0;1;
2020-11-08;7;1.6;;100;99;9.3;15.4;0;1;
2020-11-08;8;2.7;;100;98;9.2;15.3;0;1;
2020-11-08;9;2;;100;98;9.1;15.2;0.1;1;
2020-11-08;10;2.3;;100;99;9;15.1;0;1;
2020-11-08;11;3.2;;100;99;8.9;15.1;0;1;
2020-11-08;12;5.8;;100;98;9;15.2;0;1;
2020-11-08;13;7.3;;100;97;9;15.3;0;1;
2020-11-08;14;8.3;;100;95;9.1;15.4;0;1;
2020-11-08;15;9.4;;100;90;9.1;15.6;0;1;
2020-11-08;16;10;;100;87;9.2;15.8;0;1;
2020-11-08;17;9.8;;100;86;9.3;15.8;0;1;
2020-11-08;18;9.4;;100;86;9.4;15.9;0;1;
2020-11-08;19;8.2;;100;89;9.4;15.9;0;1;
2020-11-08;20;7.3;;100;92;9.4;15.9;0;1;
2020-11-08;21;6.9;;100;93;9.4;15.8;0;1;
2020-11-08;22;6.7;;100;94;9.4;15.8;0;1;
2020-11-08;23;6.2;;100;95;9.4;15.8;0;1;
2020-11-09;0;5.9;;100;95;9.4;15.7;0;1;
2020-11-09;1;6.1;;100;96;9.4;15.7;0;1;
2020-11-09;2;6.3;;100;96;9.3;15.7;0;1;
2020-11-09;3;6.2;;100;97;9.4;15.7;0;1;
2020-11-09;4;5.9;;100;97;9.3;15.7;0;1;
2020-11-09;5;5.6;;100;97;9.3;15.7;0;1;
2020-11-09;6;5.5;;100;97;9.2;15.6;0;1;
2020-11-09;7;5.3;;100;98;9.3;15.6;0;1;
2020-11-09;8;5.1;;100;98;9.2;15.5;0;1;
2020-11-09;9;5.1;;100;98;9.2;15.6;0;1;
2020-11-09;10;4.9;;100;98;9.2;15.5;0;1;
2020-11-09;11;4.8;;100;99;9.2;15.5;0;1;
2020-11-09;12;4.8;;100;99;9.1;15.4;0;1;
2020-11-09;13;4.8;;100;99;9.1;15.5;0;1;
2020-11-09;14;4.8;;100;99;9.1;15.5;0;1;
2020-11-09;15;4.9;;100;99;9.1;15.5;0;1;
2020-11-09;16;5.1;;100;99;9.1;15.5;0;1;
2020-11-09;17;5.2;;100;99;9.1;15.5;0;1;
2020-11-09;18;5.1;;100;99;9.1;15.5;0;1;
2020-11-09;19;5.3;;100;99;9.1;15.5;0;1;
2020-11-09;20;5.3;;100;99;9;15.4;0;1;
2020-11-09;21;5.2;;100;98;9.1;15.5;0;1;
2020-11-09;22;5.2;;100;98;9;15.4;0;1;
2020-11-09;23;5.2;;100;97;9.1;15.5;0;1;
2020-11-10;0;5.1;;100;97;9;15.4;0;1;
2020-11-10;1;5;;100;96;9;15.4;0;1;
2020-11-10;2;4.9;;100;96;8.9;15.3;0;1;
2020-11-10;3;5;;100;96;9;15.4;0;1;
2020-11-10;4;5.1;;100;96;8.9;15.3;0;1;
2020-11-10;5;4.9;;100;96;8.9;15.3;0;1;
2020-11-10;6;4.8;;100;96;8.8;15.2;0;1;
2020-11-10;7;4.8;;100;96;8.9;15.3;0;1;
2020-11-10;8;4.8;;100;96;8.8;15.2;0;1;
2020-11-10;9;4.6;;100;96;8.9;15.2;0;1;
2020-11-10;10;4.3;;100;96;8.8;15.1;0;1;
2020-11-10;11;4.1;;100;97;8.8;15.2;0;1;
2020-11-10;12;4.2;;100;97;8.7;15.1;0;1;
2020-11-10;13;4.2;;100;97;8.8;15.1;0;1;
2020-11-10;14;4.1;;100;97;8.7;15;0;1;
2020-11-10;15;4.3;;100;97;8.8;15.1;0;1;
2020-11-10;16;4.6;;100;97;8.7;15;0;1;
2020-11-10;17;4.8;;100;97;8.7;15.1;0;1;
2020-11-10;18;4.8;;100;96;8.7;15;0;1;
2020-11-10;19;4.7;;100;96;8.7;15.1;0;1;
2020-11-10;20;4.6;;100;96;8.6;15;0;1;
2020-11-10;21;4.5;;100;96;8.7;15;0;1;
2020-11-10;22;4.3;;100;96;8.6;14.9;0;1;
2020-11-10;23;4.1;;100;96;8.6;14.9;0;1;
2020-11-11;0;3.9;;100;97;8.6;14.8;0;1;
2020-11-11;1;3.8;;100;97;8.6;14.8;0;1;
2020-11-11;2;3.7;;100;97;8.5;14.7;0;1;
2020-11-11;3;3.5;;100;97;8.5;14.7;0;1;
2020-11-11;4;3.4;;100;97;8.4;14.6;0;1;
2020-11-11;5;3.4;;100;97;8.5;14.7;0;1;
2020-11-11;6;3.5;;100;98;8.4;14.6;0;1;
2020-11-11;7;3.6;;100;98;8.4;14.6;0;1;
2020-11-11;8;3.6;;100;98;8.3;14.5;0;1;
2020-11-11;9;3.6;;100;98;8.4;14.4;0;1;
2020-11-11;10;3.7;;100;98;8.3;14.3;0;1;
2020-11-11;11;3.8;;100;98;8.4;14.4;0;1;
2020-11-11;12;4;;100;98;8.3;14.3;0;1;
2020-11-11;13;4.3;;100;98;8.3;14.4;0;1;
2020-11-11;14;4.5;;100;98;8.3;14.4;0;1;
2020-11-11;15;4.7;;100;98;8.3;14.4;0;1;
2020-11-11;16;4.9;;100;98;8.3;14.4;0;1;
2020-11-11;17;5;;100;97;8.3;14.4;0;1;
2020-11-11;18;5;;100;98;8.3;14.4;0;1;
2020-11-11;19;5;;100;98;8.3;14.4;0;1;
2020-11-11;20;5.1;;100;98;8.4;14.5;0;1;
2020-11-11;21;5.2;;100;98;8.3;14.4;0;1;
2020-11-11;22;5.3;;100;98;8.4;14.5;0;1;
2020-11-11;23;5.4;;100;98;8.3;14.4;0;1;
2020-11-12;0;5.6;;100;98;8.4;14.5;0;1;
2020-11-12;1;5.8;;100;98;8.4;14.4;0;1;
2020-11-12;2;6;;100;98;8.4;14.5;0;1;
2020-11-12;3;6.3;;100;98;8.4;14.5;0;1;
2020-11-12;4;6.5;;100;98;8.5;14.6;0;1;
2020-11-12;5;6.7;;100;98;8.4;14.5;0;1;
2020-11-12;6;6.8;;100;98;8.5;14.5;0;1;
2020-11-12;7;7;;100;98;8.4;14.5;0;1;
2020-11-12;8;6.8;;100;98;8.5;14.6;0;1;
2020-11-12;9;6.5;;100;99;8.5;14.5;0;1;
2020-11-12;10;6.5;;100;99;8.6;14.6;0;1;
2020-11-12;11;6.6;;100;99;8.5;14.5;0;1;
2020-11-12;12;6.8;;100;99;8.6;14.6;0;1;
2020-11-12;13;7.2;;100;98;8.6;14.6;0;1;
2020-11-12;14;7.5;;100;97;8.6;14.7;0;1;
2020-11-12;15;7.6;;100;96;8.6;14.7;0;1;
2020-11-12;16;7.6;;100;95;8.7;14.8;0;1;
2020-11-12;17;7.8;;100;95;8.6;14.8;0.9;1;
2020-11-12;18;8.1;;100;96;8.7;14.8;0.1;1;
2020-11-12;19;7.9;;100;96;8.7;14.8;0;1;
2020-11-12;20;7.9;;100;97;8.8;14.9;2.2;1;
2020-11-12;21;6.8;;100;97;8.7;14.8;0.1;1;
2020-11-12;22;7.3;;100;97;8.8;14.9;0;1;
2020-11-12;23;7.6;;100;97;8.7;14.9;0;1;
2020-11-13;0;7.9;;100;97;8.8;15;0.3;1;
2020-11-13;1;8.6;;100;97;8.7;15;0.1;1;
2020-11-13;2;8.6;;100;97;8.8;15.1;0.1;1;
2020-11-13;3;8.9;;100;96;8.8;15.1;0;1;
2020-11-13;4;8.8;;100;94;8.9;15.2;0;1;
2020-11-13;5;8.6;;100;92;8.8;15.2;0;1;
2020-11-13;6;8.1;;100;91;8.9;15.2;0;1;
2020-11-13;7;8;;100;92;8.9;15.2;0;1;
2020-11-13;8;6.9;;100;94;8.9;15.2;0;1;
2020-11-13;9;6.6;;100;95;8.8;15.1;0;1;
2020-11-13;10;6.6;;100;96;8.9;15.1;0;1;
2020-11-13;11;6;;100;97;8.8;15;0;1;
2020-11-13;12;6.8;;100;97;8.9;15.1;0;1;
2020-11-13;13;6.8;;100;97;8.8;15.1;0;1;
2020-11-13;14;6.7;;100;98;8.9;15.1;0;1;
2020-11-13;15;7.6;;100;98;8.9;15.2;0;1;
2020-11-13;16;8.7;;100;96;9;15.3;0;1;
2020-11-13;17;9.1;;100;93;8.9;15.3;0;1;
2020-11-13;18;8.6;;100;92;8.9;15.3;0;1;
2020-11-13;19;8.5;;100;91;8.9;15.2;0;1;
2020-11-13;20;8.3;;100;91;8.9;15.3;0;1;
2020-11-13;21;8.2;;100;92;8.9;15.2;0.4;1;
2020-11-13;22;8.3;;100;93;9;15.3;0.4;1;
2020-11-13;23;8.3;;100;95;8.9;15.3;0.1;1;
2020-11-14;0;8.4;;100;96;9;15.3;0;1;
2020-11-14;1;8.9;;100;97;9;15.4;0;1;
2020-11-14;2;9.4;;100;97;9.1;15.5;0;1;
2020-11-14;3;9.3;;100;97;9.1;15.4;0;1;
2020-11-14;4;8.8;;100;97;9.1;15.5;0;1;
2020-11-14;5;8.1;;100;96;9;15.4;0;1;
2020-11-14;6;7.2;;100;96;9.1;15.4;0;1;
2020-11-14;7;7;;100;96;9;15.3;0;1;
2020-11-14;8;6;;100;96;9;15.3;0;1;
2020-11-14;9;5.4;;100;97;8.9;15.2;0;1;
2020-11-14;10;5.1;;100;97;8.8;15.1;0;1;
2020-11-14;11;5.4;;100;97;8.8;15;0;1;
2020-11-14;12;6.7;;100;98;8.8;15.1;0.1;1;
2020-11-14;13;8.5;;100;97;8.9;15.2;0;1;
2020-11-14;14;9.1;;100;97;8.8;15.2;0;1;
2020-11-14;15;9.4;;100;96;8.9;15.3;0;1;
2020-11-14;16;9.5;;100;95;8.9;15.3;0;1;
2020-11-14;17;9.5;;100;94;9;15.4;0;1;
2020-11-14;18;9.5;;100;95;9;15.4;0;1;
2020-11-14;19;9.7;;100;95;9.1;15.5;0;1;
2020-11-14;20;9.9;;100;96;9.1;15.6;0.1;1;
2020-11-14;21;10.2;;100;96;9.2;15.7;0;1;
2020-11-14;22;10.6;;100;97;9.2;15.8;0;1;
2020-11-14;23;10.9;;100;97;9.3;15.9;0;1;
2020-11-15;0;10.7;;100;96;9.4;15.9;0;1;
2020-11-15;1;10.7;;100;96;9.5;16;0;1;
2020-11-15;2;10.4;;100;96;9.4;15.9;0;1;
2020-11-15;3;10;;100;96;9.5;16;0;1;
2020-11-15;4;10;;100;95;9.5;16;0;1;
2020-11-15;5;9.9;;100;94;9.6;16.1;0;1;
2020-11-15;6;9.9;;100;93;9.5;16;0;1;
2020-11-15;7;10.3;;100;90;9.6;16.1;0;1;
2020-11-15;8;10.7;;100;89;9.6;16.1;0.1;1;
2020-11-15;9;10.8;;100;88;9.7;16.1;0;1;
2020-11-15;10;10.8;;100;88;9.6;16.1;0;1;
2020-11-15;11;11;;100;88;9.7;16.2;0;1;
2020-11-15;12;11.1;;100;88;9.8;16.2;0;2;
2020-11-15;13;11.8;;100;87;9.7;16.2;0;2;
2020-11-15;14;12.7;;100;84;9.6;16.3;0;2;
2020-11-15;15;13.5;;100;80;9.7;16.5;0;1;
2020-11-15;16;13.5;;100;81;9.8;16.5;0;1;
2020-11-15;17;13.3;;100;81;9.9;16.6;0;1;
2020-11-15;18;12.9;;100;82;10;16.5;0;1;
2020-11-15;19;12.7;;100;81;10.1;16.6;0;1;
2020-11-15;20;12.5;;100;82;10.1;16.5;0;1;
2020-11-15;21;12.7;;100;81;10.2;16.6;0;1;
2020-11-15;22;12.6;;100;82;10.1;16.6;0.2;1;
2020-11-15;23;11.8;;100;89;10.2;16.6;1.2;1;
2020-11-16;0;10.9;;100;90;10.1;16.6;2.3;1;
2020-11-16;1;8.5;;100;93;10.1;16.5;0.6;1;
2020-11-16;2;8.1;;100;94;10;16.4;0.1;1;
2020-11-16;3;8;;100;94;10.1;16.3;0.1;1;
2020-11-16;4;7.9;;100;93;10;16.2;0;1;
2020-11-16;5;8.3;;100;92;10;16.1;0;1;
2020-11-16;6;8.8;;100;89;9.9;16;0;1;
2020-11-16;7;8.8;;100;88;9.9;16;0;1;
2020-11-16;8;8.7;;100;88;9.8;15.9;0;1;
2020-11-16;9;8.5;;100;88;9.8;15.9;0.1;1;
2020-11-16;10;8.4;;100;90;9.7;15.9;1;1;
2020-11-16;11;9.1;;100;93;9.7;16;1.6;1;
2020-11-16;12;9.7;;100;94;9.7;16;0.3;1;
2020-11-16;13;9.9;;100;92;9.8;16.1;0;1;
2020-11-16;14;10.1;;100;92;9.8;16.1;0.2;1;
2020-11-16;15;10.1;;100;92;9.9;16.2;0;1;
2020-11-16;16;9.8;;100;94;9.8;16.2;1.1;1;
2020-11-16;17;9.9;;100;95;9.9;16.3;1.2;1;
2020-11-16;18;10.1;;100;96;9.9;16.4;0;1;
2020-11-16;19;10.2;;100;95;9.9;16.5;0;1;
2020-11-16;20;10.2;;100;93;9.9;16.5;0.2;1;
2020-11-16;21;10;;100;94;9.9;16.5;0;1;
2020-11-16;22;9.7;;100;93;10;16.6;0;1;
